NCTId;LeadSponsorName;LeadSponsorClass;CollaboratorName;CollaboratorClass;Condition;StudyType;OverallOfficialName;OverallOfficialAffiliation;OverallOfficialRole;ResponsiblePartyType;ResponsiblePartyInvestigatorFullName;ResponsiblePartyInvestigatorAffiliation;ResponsiblePartyInvestigatorTitle
NCT00957099;Emory University;OTHER;;;['Breast Cancer'];Observational;Ioannis Sechopoulos, PhD;Emory University;Principal Investigator;Principal Investigator;Ioannis Sechopoulos, Ph.D.;Emory University;Assistant Professor of Radiology and Imaging Sciences
NCT00957112;University of Manchester;OTHER;;;['Anxiety Disorder', 'Breast Cancer', 'Depression', 'Fatigue'];Interventional;Alex Molassiotis, MD;University of Manchester;Principal Investigator;;;;
NCT00957125;Thomas Hatschek;OTHER;;;['Breast Cancer'];Interventional;Thomas Hatschek, MD, PhD;Karolinska University Hospital;Principal Investigator;Sponsor-Investigator;Thomas Hatschek;Karolinska University Hospital;MD, PhD
NCT00957307;Emory University;OTHER;;;['Breast Cancer'];Observational;Ioannis Sechopoulos, PhD;Emory University;Principal Investigator;Principal Investigator;Ioannis Sechopoulos, Ph.D.;Emory University;Assistant Professor of Radiology and Imaging Sciences
NCT00957567;Emory University;OTHER;['Hologic, Inc.'];['INDUSTRY'];['Breast Cancer'];Observational;Mary Newell, MD;Emory University;Principal Investigator;Principal Investigator;Mary Newell, MD;Emory University;Associate Professor
NCT00958971;Novartis Pharmaceuticals;INDUSTRY;;;['Metastatic Breast Cancer'];Interventional;Novartis Pharmaceuticals;Novartis Pharmaceuticals;Study Director;Sponsor;;;
NCT00959244;University of Nebraska;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Observational;Ercole Cavalieri, DSc;University of Nebraska;Principal Investigator;;;;
NCT00959556;Centre Oscar Lambret;OTHER;;;['Breast Cancer'];Observational;Jacques Bonneterre, MD, PhD;Centre Oscar Lambret;Principal Investigator;;;;
NCT00959946;Pfizer;INDUSTRY;;;['Advanced Breast Cancer (Parts 1 and 2)', 'Advanced Pancreatic Cancer (Part 1)', 'Advanced Colorectal Cancer (Part 1)', 'Advanced Cholangiocarcinoma (Part 1)', 'Advanced Glioblastoma Multiforme (Part 1)'];Interventional;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT00959985;Massachusetts General Hospital;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Lymphedema', 'Breast Cancer'];Interventional;Alphonse G. Taghian, MD, PhD;Massachusetts General Hospital;Principal Investigator;Principal Investigator;Alphonse Taghian, MD, PhD;Massachusetts General Hospital;Chief of Breast Service, Radiation Oncology
NCT00960154;Medtronic Surgical Technologies;INDUSTRY;;;['Breast Cancer'];Interventional;Peter Naruns, MD;Midpeninsula Surgical Associates;Principal Investigator;Sponsor;;;
NCT00960154;Medtronic Surgical Technologies;INDUSTRY;;;['Breast Cancer'];Interventional;Khoi Tran, MD;Palo Alto Medical Foundation;Principal Investigator;Sponsor;;;
NCT00960336;ARCAGY/ GINECO GROUP;OTHER;;;['Breast Cancer'];Interventional;Laure Chauvenet, MD;Hotel Dieu de Paris;Principal Investigator;Sponsor;;;
NCT00960544;M.D. Anderson Cancer Center;OTHER;['Myriad Genetic Laboratories, Inc.'];['INDUSTRY'];['Breast Cancer'];Interventional;Phuong Khanh Morrow, MD;M.D. Anderson Cancer Center;Study Chair;Sponsor;;;
NCT00960960;Genentech, Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;Stina Singel, M.D., Ph.D.;Genentech, Inc.;Study Director;Sponsor;;;
NCT00962494;Stanford University;OTHER;['University of Hawaii Cancer Research Center'];['OTHER'];['Blood Cancer', 'Breast Cancer', 'Prostatic Neoplasms', 'Colorectal Neoplasms', 'Neoplasms'];Interventional;Kate R Lorig;Stanford University;Principal Investigator;Principal Investigator;Kate Lorig;Stanford University;Professor of Medicine, Emerita
NCT00963209;Centre Hospitalier Universitaire Vaudois;OTHER;;;['Breast Cancer'];Interventional;Khalil Zaman, MD;Centre Hospitalier Universitaire Vaudois;Principal Investigator;Principal Investigator;Dr K. Zaman;Centre Hospitalier Universitaire Vaudois;Médecin associé
NCT00963417;ETOP IBCSG Partners Foundation;NETWORK;['Breast International Group'];['OTHER'];['Breast Cancer', 'Osteoporosis'];Interventional;Olivia Pagani, MD;Istituto Oncologico della Svizzera Italiana - Ospedale San Giovanni;Study Chair;Sponsor;;;
NCT00963547;Merck Sharp & Dohme LLC;INDUSTRY;;;['Advanced Solid Tumors', 'Breast Cancer'];Interventional;Medical Director;Merck Sharp & Dohme LLC;Study Director;Sponsor;;;
NCT00963729;Imperial College London;OTHER;;;['Breast Cancer'];Interventional;R. Charles Coombes, MD, MRCP, FRCP, PhD, FMedSci;Charing Cross Hospital;Study Chair;;;;
NCT00963911;Institut Bergonié;OTHER;['National Cancer Institute, France'];['OTHER_GOV'];['Breast Cancer', 'Colorectal Cancer', 'Head and Neck Cancer', 'Lung Cancer', 'Lymphoma', 'Prostate Cancer'];Interventional;Pierre Soubeyran, MD, PhD;Institut Bergonié;Principal Investigator;Sponsor;;;
NCT00964522;Instituto de Salud Carlos III;OTHER_GOV;['Health Service of Andalucia'];['OTHER_GOV'];['Breast Cancer'];Interventional;"José M. Baena-Cañada, MD; PhD";Oncology Unit, Hospital Universitario Puerta del Mar, Cádiz, Spain;Study Director;;;;
NCT00964522;Instituto de Salud Carlos III;OTHER_GOV;['Health Service of Andalucia'];['OTHER_GOV'];['Breast Cancer'];Interventional;Macarena González-Muñoz, Nurse;Oncology Unit, Hospital Universitario Puerta del Mar, Cádiz, Spain;Principal Investigator;;;;
NCT00964522;Instituto de Salud Carlos III;OTHER_GOV;['Health Service of Andalucia'];['OTHER_GOV'];['Breast Cancer'];Interventional;Lourdes Solana-Grimaldi, Nurse;Oncology Unit, Hospital Universitario Puerta del Mar, Cádiz, Spain;Principal Investigator;;;;
NCT00964522;Instituto de Salud Carlos III;OTHER_GOV;['Health Service of Andalucia'];['OTHER_GOV'];['Breast Cancer'];Interventional;María D. González Piney, Nurse;Oncology Unit, Hospital Universitario Puerta del Mar, Cádiz, Spain;Principal Investigator;;;;
NCT00964522;Instituto de Salud Carlos III;OTHER_GOV;['Health Service of Andalucia'];['OTHER_GOV'];['Breast Cancer'];Interventional;Esperanza Arriola-Arellano, MD;Oncology Unit, Hospital Universitario Puerta del Mar, Cádiz, Spain;Principal Investigator;;;;
NCT00964704;Hoffmann-La Roche;INDUSTRY;;;['Breast Cancer'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT00965523;Eisai Co., Ltd.;INDUSTRY;;;['Breast Cancer'];Interventional;Tatsuo Watanabe;Oncology Clinical Development Section. JAC PCU., Eisai, Co., Ltd;Study Director;Sponsor;;;
NCT00965939;Vlaamse Vereniging voor Obstetrie en Gynaecologie;OTHER;;;['ER-positive Breast Cancer'];Observational;Patrick Neven;UZ Leuven;Principal Investigator;Sponsor;;;
NCT00966888;Medical Research Council;OTHER_GOV;;;['Breast Cancer'];Interventional;Ian H. Kunkler, MD;Edinburgh Cancer Centre at Western General Hospital;Principal Investigator;;;;
NCT00967031;UNICANCER;OTHER;;;['Breast Cancer', 'Metastatic Cancer'];Interventional;Thomas Bachelot, MD;Centre Leon Berard;Principal Investigator;Sponsor;;;
NCT00967239;NSABP Foundation Inc;NETWORK;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Observational;James N. Ingle, MD;Mayo Clinic;Study Chair;Sponsor;;;
NCT00967577;Weill Medical College of Cornell University;OTHER;;;['Kidney Cancer', 'Head and Neck Cancer', 'Breast Cancer', 'Non-small Cell Lung Cancer', 'Colorectal Cancer', 'Pancreatic Cancer', 'Ovarian Cancer', 'Esophageal Cancer', 'Gliomas'];Interventional;Scott Tagawa, MD;Weill Medical College of Cornell University;Principal Investigator;Sponsor;;;
NCT00967824;University of Michigan Rogel Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Angela Fagerlin, PhD;University of Michigan Rogel Cancer Center;Principal Investigator;;;;
NCT00968214;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Observational;James Ingle, MD;Mayo Clinic;Study Chair;Sponsor;;;
NCT00968409;Washington University School of Medicine;OTHER;;;['Breast Cancer'];Interventional;Farrokh Dehdashti, M.D.;Washington University School of Medicine;Principal Investigator;Principal Investigator;Farrokh Dehdashti;Washington University School of Medicine;Principal Investigator
NCT00968656;Washington University School of Medicine;OTHER;['Isotrace Technologies'];['UNKNOWN'];['Breast Cancer', 'Head and Neck Cancer', 'Diffuse Large B-cell Lymphoma'];Interventional;Farrokh Dehdashti, M.D.;Washington University School of Medicine;Principal Investigator;Principal Investigator;Farrokh Dehdashti;Washington University School of Medicine;Professor of Radiology
NCT00968682;Cancer Trials Ireland;NETWORK;;;['Breast Cancer', 'Cardiac Toxicity'];Observational;Ray McDermott, MD;Adelaide and Meath Hospital, Dublin Incorporating the National Children's Hospital;Principal Investigator;Sponsor;;;
NCT00971009;Oslo University Hospital;OTHER;['South-Eastern Norway Regional Health Authority'];['OTHER'];['Breast Cancer'];Interventional;Cornelia M Ruland, PhD;Oslo University Hospital;Principal Investigator;Principal Investigator;Cornelia Ruland;Oslo University Hospital;Professor
NCT00971737;Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Leisha A. Emens, MD, PhD;Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins;Principal Investigator;Sponsor;;;
NCT00971919;Aberdeen Royal Infirmary;OTHER;;;['Breast Cancer', 'Pain', 'Perioperative/Postoperative Complications'];Observational;Julie Bruce, MD, PhD;Aberdeen Royal Infirmary;Principal Investigator;;;;
NCT00971945;Bristol-Myers Squibb;INDUSTRY;;;['Breast Cancer'];Interventional;Bristol-Myers Squibb;Bristol-Myers Squibb;Study Director;Sponsor;;;
NCT00972010;Sarah Blair, M.D.;OTHER;['Medtronic Surgical Technologies'];['INDUSTRY'];['Breast Cancer'];Observational;Sarah L Blair, MD;University of California, San Diego;Principal Investigator;Sponsor-Investigator;Sarah Blair, M.D.;University of California, San Diego;Professor of Surgery
NCT00972023;Barbara Ann Karmanos Cancer Institute;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Zeina Nahleh, MD;Barbara Ann Karmanos Cancer Institute;Principal Investigator;Sponsor;;;
NCT00972400;St George's, University of London;OTHER;;;['Breast Cancer', 'Cancer Survivor', 'Fatigue', 'Psychosocial Effects of Cancer and Its Treatment'];Observational;Ollie Minton, MD;St George's, University of London;Principal Investigator;;;;
NCT00972413;Koning Corporation;INDUSTRY;;;['Breast Cancer'];Interventional;Posy Seifert, D.O.;Elizabeth Wende Breast Care, LLC;Principal Investigator;Sponsor;;;
NCT00973440;Dana-Farber Cancer Institute;OTHER;['American Society of Clinical Oncology'];['OTHER'];['Rectal Cancer', 'Breast Cancer', 'Lung Cancer'];Observational;Nadine J McCleary, MD, MPH;Dana-Farber Cancer Institute;Principal Investigator;Principal Investigator;Nadine A. Jackson, MD, MPH;Dana-Farber Cancer Institute;Principal Investigator
NCT00973557;Cedars-Sinai Medical Center;OTHER;;;['Colorectal Cancer', 'Lung Cancer', 'Breast Cancer', 'Glioblastoma'];Observational;Shlomo Melmed, MD;Cedars-Sinai Medical Center;Principal Investigator;Principal Investigator;William Gellepis;Cedars-Sinai Medical Center;Research Administrator
NCT00974610;Cancer Trials Ireland;NETWORK;;;['Breast Cancer', 'Colorectal Cancer', 'Lung Cancer', 'Melanoma (Skin)', 'Pancreatic Cancer'];Observational;Martin Clynes;National Institute for Cellular Biotechnology at Dublin City University;Principal Investigator;Sponsor;;;
NCT00975676;ETOP IBCSG Partners Foundation;NETWORK;;;['Breast Cancer'];Interventional;Prudence Francis, MD;Peter MacCallum Cancer Centre, Australia;Study Chair;Sponsor;;;
NCT00976131;Columbia University;OTHER;;;['Breast Cancer'];Interventional;Heather Greenlee, ND, PhD;Columbia University;Principal Investigator;Sponsor;;;
NCT00976339;Katherine D. Crew;OTHER;['Prevent Cancer Foundation'];['OTHER'];['Breast Cancer'];Interventional;Katherine Crew, MD;Columbia University;Principal Investigator;Sponsor-Investigator;Katherine D. Crew;Columbia University;Florence Irving Assistant Professor of Medicine and Assistant Professor of Epidemiology
NCT00976365;Taiwan THL Co.LTd.;INDUSTRY;['National Taiwan University Hospital'];['OTHER'];['Metastatic Breast Cancer'];Interventional;King-Jen Chang, M.D.,Ph.D.;National Taiwan University Hospital;Principal Investigator;;;;
NCT00976989;Hoffmann-La Roche;INDUSTRY;;;['Breast Cancer'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT00977119;University of Chicago;OTHER;['National Institutes of Health (NIH)'];['NIH'];['Breast Cancer'];Observational;Peter H O'Donnell, MD;University of Chicago;Study Chair;Sponsor;;;
NCT00977275;Massachusetts General Hospital;OTHER;;;['Breast Cancer'];Interventional;Alphonse Taghian, MD, PhD;Massachusetts General Hospital;Principal Investigator;Principal Investigator;Alphonse Taghian, MD, PhD;Massachusetts General Hospital;Chief Breast Radiation Oncology, MGH
NCT00977379;Hoffmann-La Roche;INDUSTRY;;;['Breast Cancer'];Interventional;Clinical Trials;Hoffmann-La Roche;Study Director;Sponsor;;;
NCT00978770;Cancer Clinical Trials Unit, Scotland;OTHER;;;['Breast Cancer'];Interventional;Lindsay W. Turnbull, MD;Hull Royal Infirmary;Principal Investigator;;;;
NCT00978913;Inge Marie Svane;OTHER;;;['Breast Cancer', 'Malignant Melanoma'];Interventional;Inge Marie Svane, prof.MD;Department of Oncology, Herlev University Hospital, Herlev Ringvej 75,2730 Herlev;Study Director;Sponsor-Investigator;Inge Marie Svane;Herlev Hospital;Professor, MD
NCT00981305;Seoul National University Hospital;OTHER;['Medical Research Collaborating Center, Seoul, Korea'];['OTHER'];['Sexual Dysfunction', 'Breast Cancer Survivors'];Interventional;Myung Jae Jeon, MD;Seoul National University Hospital;Principal Investigator;Sponsor;;;
NCT00981812;University of Cincinnati;OTHER;;;['Breast Cancer'];Interventional;Mary C Mahoney, MD;Univeristy of Cincinnati;Principal Investigator;Principal Investigator;Mary Mahoney;University of Cincinnati;Professor, Director of Breast Imaging
NCT00981812;University of Cincinnati;OTHER;;;['Breast Cancer'];Interventional;Amy Argus, MD;University of Cincinnati;Principal Investigator;Principal Investigator;Mary Mahoney;University of Cincinnati;Professor, Director of Breast Imaging
NCT00981864;University Health Network, Toronto;OTHER;['Princess Margaret Hospital, Canada'];['OTHER'];['Breast Cancer'];Interventional;Fei-Fei Liu, MD;University Health Network, Princess Margaret Hospital;Principal Investigator;Sponsor;;;
NCT00982319;Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins;OTHER;['Breast Cancer Research Foundation'];['OTHER'];['Breast Cancer'];Interventional;Kala Visvanathan, MD;Johns Hopkins Bloomberg School of Public Health and Sidney Kimmel Comprehensive Cancer Center;Principal Investigator;Sponsor;;;
NCT00982631;Radboud University Medical Center;OTHER;;;['Advanced/Recurrent Breast Cancer', 'Endometrial Cancer', 'Ovarian Cancer'];Interventional;C.M.L. van Herpen, MD, Phd;UMCN st Radboud;Principal Investigator;Sponsor;;;
NCT00983424;Northwestern University;OTHER;['Avon Foundation'];['OTHER'];['Metastatic Breast Cancer'];Interventional;William Gradishar, MD;Northwestern University;Principal Investigator;Sponsor;;;
NCT00983684;University College, London;OTHER;['National Institute for Health Research, United Kingdom'];['OTHER_GOV'];['Invasive Breast Cancer', 'Breast Cancer'];Interventional;Jeffrey S Tobias, MD FRCP FRCR;University College London Hospitals;Principal Investigator;Sponsor;;;
NCT00984321;Memorial Sloan Kettering Cancer Center;OTHER;['Joan Karnell Cancer Center at Pennsylvania'];['UNKNOWN'];['Breast Cancer', 'Prostate Cancer', 'Lung Cancer', 'Lymphoma Cancer', 'Gynecological Cancers'];Interventional;Christian Nelson, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT00984399;Memorial Sloan Kettering Cancer Center;OTHER;;;['Atrophic Vaginitis', 'Breast Cancer'];Interventional;Shari Goldfarb, MD;Memorial Sloan Kettering Cancer Center;Principal Investigator;Sponsor;;;
NCT00984490;Vanderbilt-Ingram Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Ingrid Mayer, M.D.;Vanderbilt-Ingram Cancer Center;Principal Investigator;Principal Investigator;Ingrid Mayer, MD;Vanderbilt-Ingram Cancer Center;"Assistant Professor of Medicine; Clinical Director, Breast Cancer Program; Medical Oncologist"
NCT00986609;Joseph Baar, MD, PhD;OTHER;;;['Breast Cancer', 'Inflammatory Breast Cancer', 'Stage I Breast Cancer', 'Stage II Breast Cancer', 'Stage IIIA Breast Cancer', 'Stage IIIB Breast Cancer', 'Stage IIIC Breast Cancer', 'Triple-negative Breast Cancer'];Interventional;Joseph Baar, MD;Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center;Principal Investigator;Sponsor-Investigator;Joseph Baar, MD, PhD;Case Comprehensive Cancer Center;Principal Investigator
NCT00986661;Provectus Biopharmaceuticals, Inc.;INDUSTRY;;;['Cancer Metastatic to the Liver', 'Hepatocellular Carcinoma', 'Metastatic Melanoma', 'Metastatic Ocular Melanoma', 'Metastatic Uveal Melanoma', 'Metastatic Lung Cancer', 'Metastatic Colon Cancer', 'Metastatic Colorectal Cancer', 'Metastatic Breast Cancer', 'Metastatic Pancreatic Cancer'];Interventional;Eric Wachter, PhD;Provectus Biopharmaceuticals, Inc.;Study Director;Sponsor;;;
NCT00988936;Siemens Molecular Imaging;INDUSTRY;;;['Metastatic Breast Cancer', 'Metastatic Colon/Rectum Cancer', 'Non-squamous Non-small Cell Lung Cancer'];Interventional;Edward Aten, MD;President, Certus International;Study Director;Sponsor;;;
NCT00989638;University of Chicago;OTHER;;;['Breast Cancer'];Observational;Olufunmilayo Olopade, MD;University of Chicago;Principal Investigator;Sponsor;;;
NCT00990483;Hologic, Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;Laurie Farjardo, MD;University of Iowa;Principal Investigator;Sponsor;;;
NCT00990977;Danish Cancer Society;OTHER;['Herlev Hospital'];['OTHER'];['Breast Cancer'];Interventional;Christoffer Johansen, M.D., Ph.D.;Head Survivorship, Danish Cancer Society Research Center;Study Chair;Principal Investigator;Trille Kjær;Danish Cancer Society;Ph.d-fellow
NCT00991263;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Observational;Matthew J. Ellis, MD, PhD, FRCP;Washington University Siteman Cancer Center;Study Chair;Sponsor;;;
